conf:
                      batch_size: 20
                    bg_thresh_hi: 0.3000
                    bg_thresh_lo: 0
                       bg_weight: 1
         drop_boxes_runoff_image: 1
                     feat_stride: 4
                     fg_fraction: 0.5000
                       fg_thresh: 0.5000
                     image_means: [1x1x3 single]
                   ims_per_batch: 2
                        max_size: 512
                 max_test_length: 3008
                 min_test_length: 64
                        rng_seed: 6
                          scales: 512
                  target_only_gt: 1
                     test_binary: 0
    test_drop_boxes_runoff_image: 0
                   test_max_size: 512
             test_min_box_height: 8
               test_min_box_size: 8
                        test_nms: 0.5000
                test_scale_range: [0.5000 1 2]
                     test_scales: 512
                     use_flipped: 0
                         use_gpu: 1
                        exp_name: 'old_conv3_s4'
                output_width_map: [1x1 containers.Map]
               output_height_map: [1x1 containers.Map]
                         anchors: [5 5 12 12]

opts:
                 cache_name: 'widerface_VGG16_stage1_rpn'
                       conf: [1x1 struct]
                     do_val: 1
    empty_image_sample_step: 1
                   exp_name: 'old_conv3_s4'
                 imdb_train: {[1x1 struct]}
                   imdb_val: [1x1 struct]
                   net_file: 'D:\RPN_BF_master\models\VGG16_widerface\pre_trained_models\vgg_16layers\v…'
                roidb_train: {[1x1 struct]}
                  roidb_val: [1x1 struct]
          snapshot_interval: 2000
            solver_def_file: 'D:\RPN_BF_master\models\VGG16_widerface\rpn_prototxts\vgg_leave\solver_30…'
               val_interval: 2000
                  val_iters: 1000

Preparing training data...Done.
Preparing validation data...Done.
Iter 1, Image 3086, 1880: 1.3 Hz, accuarcy = 0.5712, loss_bbox = 0.0000, loss_cls = 0.6918, accuracy_fg = 0.0000, accuracy_bg = 0.6000, 
Iter 279, Image 10109, 210: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0085, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 280, Image 87, 2360: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1328, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 281, Image 10071, 4992: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0077, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 282, Image 5943, 10191: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0058, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 283, Image 2351, 7792: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0265, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 284, Image 11825, 5070: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0058, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 285, Image 7479, 9715: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0240, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 286, Image 1010, 1849: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.4866, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 287, Image 7439, 6428: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0132, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 288, Image 8274, 8419: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0317, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 289, Image 6622, 5085: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0204, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 290, Image 8790, 1505: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0195, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 291, Image 4763, 1104: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0144, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 292, Image 7916, 5207: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0220, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 293, Image 7828, 10848: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1129, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 294, Image 10292, 9829: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0125, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 295, Image 3789, 5298: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0137, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 296, Image 9031, 601: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4058, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 297, Image 11580, 10407: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0090, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 298, Image 10676, 11232: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0165, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 299, Image 6714, 6444: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0108, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 300, Image 6126, 971: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4972, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 301, Image 23, 2286: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0283, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 302, Image 10124, 7945: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0304, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 303, Image 6365, 816: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0264, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 304, Image 7325, 1792: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0164, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 305, Image 1715, 468: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0175, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 306, Image 2790, 10991: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0003, loss_cls = 0.4875, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 307, Image 9089, 9132: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0115, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 308, Image 257, 172: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0004, loss_cls = 0.5225, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 309, Image 7806, 11220: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0041, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 310, Image 10250, 9846: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0138, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 311, Image 2210, 7092: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0090, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 312, Image 6677, 10450: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0242, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 313, Image 8573, 1241: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4294, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 314, Image 2235, 7605: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0072, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 315, Image 7692, 3750: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0091, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 316, Image 9128, 2082: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0164, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 317, Image 5494, 6510: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0285, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 318, Image 199, 5422: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0307, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 319, Image 2035, 5625: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0231, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 320, Image 3949, 7012: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0619, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 321, Image 1277, 2490: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0157, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 322, Image 5312, 1225: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3877, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 323, Image 2862, 2092: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0222, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 324, Image 71, 3948: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0611, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 325, Image 244, 9375: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1663, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 326, Image 7744, 1192: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0330, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 327, Image 2425, 11500: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0376, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 328, Image 7772, 158: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.4804, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 329, Image 10810, 2450: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.8029, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 330, Image 3468, 301: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0208, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 331, Image 6491, 9606: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0414, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 332, Image 6712, 9345: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0227, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 333, Image 789, 5919: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.5166, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 334, Image 9899, 3166: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0470, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 335, Image 249, 4079: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3909, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 336, Image 6576, 1000: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0115, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 337, Image 1061, 2918: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.5161, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 338, Image 1187, 2266: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1158, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 339, Image 1393, 8803: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0334, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 340, Image 5425, 2375: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.1049, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 341, Image 4262, 10628: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3561, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 342, Image 2991, 3767: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0225, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 343, Image 5488, 734: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0577, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 344, Image 10402, 3700: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.4369, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 345, Image 9211, 10389: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0524, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 346, Image 3352, 10989: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.2166, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 347, Image 11660, 5807: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0678, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 348, Image 8160, 5221: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0642, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 349, Image 6496, 8630: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0260, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 350, Image 3721, 11071: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0988, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 351, Image 8815, 10119: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0334, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 352, Image 10897, 4797: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0570, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 353, Image 7192, 11170: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.3232, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 354, Image 6343, 145: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3385, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 355, Image 5564, 4277: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0272, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 356, Image 3664, 1721: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0277, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 357, Image 10271, 7988: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0455, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 358, Image 7507, 8016: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0167, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 359, Image 9930, 8252: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0232, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 360, Image 7900, 5793: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0256, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 361, Image 11202, 9035: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0502, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 362, Image 3924, 5533: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0300, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 363, Image 5540, 10833: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0059, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 364, Image 1427, 1022: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0628, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 365, Image 6267, 9692: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0286, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 366, Image 7680, 10482: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0002, loss_cls = 0.4388, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 367, Image 7513, 9644: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0214, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 368, Image 2519, 7782: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0557, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 369, Image 6990, 4929: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0116, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 370, Image 5320, 98: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0245, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 371, Image 8011, 3609: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0310, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 372, Image 6698, 6662: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0274, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 373, Image 2636, 89: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3760, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 374, Image 814, 5095: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.1753, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 375, Image 7896, 5199: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0033, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 376, Image 5773, 9527: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0422, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 377, Image 2312, 6172: 1.8 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.1680, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 378, Image 10748, 6457: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0402, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 379, Image 2406, 1827: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0064, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 380, Image 1976, 10805: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0105, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 381, Image 7800, 7243: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0069, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 382, Image 9673, 214: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3231, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 383, Image 8125, 4951: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4031, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 384, Image 5576, 6128: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0282, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 385, Image 10882, 6363: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0346, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 386, Image 6012, 2226: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0036, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 387, Image 4907, 9283: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0335, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 388, Image 149, 2789: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3999, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 389, Image 2540, 6537: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0166, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 390, Image 5447, 8967: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0041, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 391, Image 7104, 7876: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0178, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 392, Image 6653, 1288: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0352, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 393, Image 11781, 1154: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0303, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 394, Image 773, 11068: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0510, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 395, Image 4625, 5633: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0306, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 396, Image 4266, 11706: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0022, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 397, Image 9256, 3835: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0358, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 398, Image 332, 5065: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0456, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 399, Image 2433, 4335: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0063, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 400, Image 4572, 550: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.4274, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 401, Image 6812, 11028: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0042, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 402, Image 7081, 8714: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0223, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 403, Image 8372, 11176: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0284, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 404, Image 91, 3630: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3535, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 405, Image 1296, 9149: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0090, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 406, Image 10007, 5528: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0075, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 407, Image 5990, 8386: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0189, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 408, Image 1801, 4894: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0175, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 409, Image 2872, 3966: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0138, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 410, Image 1178, 10194: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.3436, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 411, Image 9176, 1182: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3512, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 412, Image 2804, 10001: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0311, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 413, Image 8646, 10309: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.3028, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 414, Image 5893, 8884: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0174, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 415, Image 3558, 7487: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0039, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 416, Image 7607, 4318: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0135, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 417, Image 8144, 1183: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.2535, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 418, Image 8986, 4597: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0080, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 419, Image 2178, 6081: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0018, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 420, Image 2261, 8852: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0163, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 421, Image 951, 2675: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0328, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
